main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=30000, games=500, gamma=0.99, log_interval=1, lr=0.05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L -0.030 | R 1.000 | Avg L -0.030 | Avg R 1.000
U 5424 | F 5424 | G 1808 | D 4 | EPS 0.010 | L -431.857 | R 1170.000 | Avg L -0.062 | Avg R 0.760
U 5425 | F 5425 | G 1808 | D 4 | EPS 0.010 | L -431.857 | R 1170.000 | Avg L -0.062 | Avg R 0.760
U 5426 | F 5426 | G 1808 | D 4 | EPS 0.010 | L -431.857 | R 1170.000 | Avg L -0.062 | Avg R 0.760
U 5427 | F 5427 | G 1808 | D 4 | EPS 0.010 | L -431.857 | R 1170.000 | Avg L -0.062 | Avg R 0.760
U 5427 | F 5427 | G 1809 | D 4 | EPS 0.010 | L -431.655 | R 1171.000 | Avg L -0.062 | Avg R 0.760
U 5428 | F 5428 | G 1809 | D 4 | EPS 0.010 | L -431.655 | R 1171.000 | Avg L -0.062 | Avg R 0.760
U 5429 | F 5429 | G 1809 | D 4 | EPS 0.010 | L -431.655 | R 1171.000 | Avg L -0.062 | Avg R 0.760
U 5430 | F 5430 | G 1809 | D 4 | EPS 0.010 | L -431.655 | R 1171.000 | Avg L -0.062 | Avg R 0.760
U 5430 | F 5430 | G 1810 | D 4 | EPS 0.010 | L -431.452 | R 1172.000 | Avg L -0.062 | Avg R 0.760
U 5431 | F 5431 | G 1810 | D 4 | EPS 0.010 | L -431.452 | R 1172.000 | Avg L -0.062 | Avg R 0.760
U 5432 | F 5432 | G 1810 | D 4 | EPS 0.010 | L -431.452 | R 1172.000 | Avg L -0.062 | Avg R 0.760
U 5433 | F 5433 | G 1810 | D 4 | EPS 0.010 | L -431.452 | R 1172.000 | Avg L -0.062 | Avg R 0.760
U 5433 | F 5433 | G 1811 | D 4 | EPS 0.010 | L -431.245 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5434 | F 5434 | G 1811 | D 4 | EPS 0.010 | L -431.245 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5435 | F 5435 | G 1811 | D 4 | EPS 0.010 | L -431.245 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5436 | F 5436 | G 1811 | D 4 | EPS 0.010 | L -431.245 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5436 | F 5436 | G 1812 | D 4 | EPS 0.010 | L -432.027 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5437 | F 5437 | G 1812 | D 4 | EPS 0.010 | L -432.027 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5438 | F 5438 | G 1812 | D 4 | EPS 0.010 | L -432.027 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5439 | F 5439 | G 1812 | D 4 | EPS 0.010 | L -432.027 | R 1173.000 | Avg L -0.052 | Avg R 0.770
U 5439 | F 5439 | G 1813 | D 4 | EPS 0.010 | L -432.817 | R 1173.000 | Avg L -0.061 | Avg R 0.760
U 5440 | F 5440 | G 1813 | D 4 | EPS 0.010 | L -432.817 | R 1173.000 | Avg L -0.061 | Avg R 0.760
U 5441 | F 5441 | G 1813 | D 4 | EPS 0.010 | L -432.817 | R 1173.000 | Avg L -0.061 | Avg R 0.760
U 5442 | F 5442 | G 1813 | D 4 | EPS 0.010 | L -432.817 | R 1173.000 | Avg L -0.061 | Avg R 0.760
U 5442 | F 5442 | G 1814 | D 4 | EPS 0.010 | L -432.608 | R 1174.000 | Avg L -0.051 | Avg R 0.770
U 5443 | F 5443 | G 1814 | D 4 | EPS 0.010 | L -432.608 | R 1174.000 | Avg L -0.051 | Avg R 0.770
U 5444 | F 5444 | G 1814 | D 4 | EPS 0.010 | L -432.608 | R 1174.000 | Avg L -0.051 | Avg R 0.770
U 5445 | F 5445 | G 1814 | D 4 | EPS 0.010 | L -432.608 | R 1174.000 | Avg L -0.051 | Avg R 0.770
U 5445 | F 5445 | G 1815 | D 4 | EPS 0.010 | L -432.401 | R 1175.000 | Avg L -0.051 | Avg R 0.770
U 5446 | F 5446 | G 1815 | D 4 | EPS 0.010 | L -432.401 | R 1175.000 | Avg L -0.051 | Avg R 0.770
U 5447 | F 5447 | G 1815 | D 4 | EPS 0.010 | L -432.401 | R 1175.000 | Avg L -0.051 | Avg R 0.770
U 5448 | F 5448 | G 1815 | D 4 | EPS 0.010 | L -432.401 | R 1175.000 | Avg L -0.051 | Avg R 0.770
U 5448 | F 5448 | G 1816 | D 4 | EPS 0.010 | L -432.275 | R 1176.000 | Avg L -0.051 | Avg R 0.770
U 5449 | F 5449 | G 1816 | D 4 | EPS 0.010 | L -432.275 | R 1176.000 | Avg L -0.051 | Avg R 0.770
U 5450 | F 5450 | G 1816 | D 4 | EPS 0.010 | L -432.275 | R 1176.000 | Avg L -0.051 | Avg R 0.770
U 5451 | F 5451 | G 1816 | D 4 | EPS 0.010 | L -432.275 | R 1176.000 | Avg L -0.051 | Avg R 0.770
U 5451 | F 5451 | G 1817 | D 4 | EPS 0.010 | L -433.061 | R 1176.000 | Avg L -0.061 | Avg R 0.760
U 5452 | F 5452 | G 1817 | D 4 | EPS 0.010 | L -433.061 | R 1176.000 | Avg L -0.061 | Avg R 0.760
U 5453 | F 5453 | G 1817 | D 4 | EPS 0.010 | L -433.061 | R 1176.000 | Avg L -0.061 | Avg R 0.760
U 5454 | F 5454 | G 1817 | D 4 | EPS 0.010 | L -433.061 | R 1176.000 | Avg L -0.061 | Avg R 0.760
U 5454 | F 5454 | G 1818 | D 4 | EPS 0.010 | L -433.837 | R 1176.000 | Avg L -0.070 | Avg R 0.750
U 5455 | F 5455 | G 1818 | D 4 | EPS 0.010 | L -433.837 | R 1176.000 | Avg L -0.070 | Avg R 0.750
U 5456 | F 5456 | G 1818 | D 4 | EPS 0.010 | L -433.837 | R 1176.000 | Avg L -0.070 | Avg R 0.750
U 5457 | F 5457 | G 1818 | D 4 | EPS 0.010 | L -433.837 | R 1176.000 | Avg L -0.070 | Avg R 0.750
U 5457 | F 5457 | G 1819 | D 4 | EPS 0.010 | L -433.623 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5458 | F 5458 | G 1819 | D 4 | EPS 0.010 | L -433.623 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5459 | F 5459 | G 1819 | D 4 | EPS 0.010 | L -433.623 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5460 | F 5460 | G 1819 | D 4 | EPS 0.010 | L -433.623 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5460 | F 5460 | G 1820 | D 4 | EPS 0.010 | L -434.400 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5461 | F 5461 | G 1820 | D 4 | EPS 0.010 | L -434.400 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5462 | F 5462 | G 1820 | D 4 | EPS 0.010 | L -434.400 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5463 | F 5463 | G 1820 | D 4 | EPS 0.010 | L -434.400 | R 1177.000 | Avg L -0.070 | Avg R 0.750
U 5463 | F 5463 | G 1821 | D 4 | EPS 0.010 | L -434.191 | R 1178.000 | Avg L -0.069 | Avg R 0.750
U 5464 | F 5464 | G 1821 | D 4 | EPS 0.010 | L -434.191 | R 1178.000 | Avg L -0.069 | Avg R 0.750
U 5465 | F 5465 | G 1821 | D 4 | EPS 0.010 | L -434.191 | R 1178.000 | Avg L -0.069 | Avg R 0.750
U 5466 | F 5466 | G 1821 | D 4 | EPS 0.010 | L -434.191 | R 1178.000 | Avg L -0.069 | Avg R 0.750
U 5466 | F 5466 | G 1822 | D 4 | EPS 0.010 | L -434.970 | R 1178.000 | Avg L -0.079 | Avg R 0.740
U 5467 | F 5467 | G 1822 | D 4 | EPS 0.010 | L -434.970 | R 1178.000 | Avg L -0.079 | Avg R 0.740
U 5468 | F 5468 | G 1822 | D 4 | EPS 0.010 | L -434.970 | R 1178.000 | Avg L -0.079 | Avg R 0.740
U 5469 | F 5469 | G 1822 | D 4 | EPS 0.010 | L -434.970 | R 1178.000 | Avg L -0.079 | Avg R 0.740
U 5469 | F 5469 | G 1823 | D 4 | EPS 0.010 | L -435.745 | R 1178.000 | Avg L -0.088 | Avg R 0.730
U 5470 | F 5470 | G 1823 | D 4 | EPS 0.010 | L -435.745 | R 1178.000 | Avg L -0.088 | Avg R 0.730
U 5471 | F 5471 | G 1823 | D 4 | EPS 0.010 | L -435.745 | R 1178.000 | Avg L -0.088 | Avg R 0.730
U 5472 | F 5472 | G 1823 | D 4 | EPS 0.010 | L -435.745 | R 1178.000 | Avg L -0.088 | Avg R 0.730
U 5472 | F 5472 | G 1824 | D 4 | EPS 0.010 | L -435.532 | R 1179.000 | Avg L -0.088 | Avg R 0.730
U 5473 | F 5473 | G 1824 | D 4 | EPS 0.010 | L -435.532 | R 1179.000 | Avg L -0.088 | Avg R 0.730
U 5474 | F 5474 | G 1824 | D 4 | EPS 0.010 | L -435.532 | R 1179.000 | Avg L -0.088 | Avg R 0.730
U 5475 | F 5475 | G 1824 | D 4 | EPS 0.010 | L -435.532 | R 1179.000 | Avg L -0.088 | Avg R 0.730
U 5475 | F 5475 | G 1825 | D 4 | EPS 0.010 | L -435.316 | R 1180.000 | Avg L -0.088 | Avg R 0.730
U 5476 | F 5476 | G 1825 | D 4 | EPS 0.010 | L -435.316 | R 1180.000 | Avg L -0.088 | Avg R 0.730
U 5477 | F 5477 | G 1825 | D 4 | EPS 0.010 | L -435.316 | R 1180.000 | Avg L -0.088 | Avg R 0.730
U 5478 | F 5478 | G 1825 | D 4 | EPS 0.010 | L -435.316 | R 1180.000 | Avg L -0.088 | Avg R 0.730
U 5478 | F 5478 | G 1826 | D 4 | EPS 0.010 | L -435.104 | R 1181.000 | Avg L -0.087 | Avg R 0.730
U 5479 | F 5479 | G 1826 | D 4 | EPS 0.010 | L -435.104 | R 1181.000 | Avg L -0.087 | Avg R 0.730
U 5480 | F 5480 | G 1826 | D 4 | EPS 0.010 | L -435.104 | R 1181.000 | Avg L -0.087 | Avg R 0.730
U 5481 | F 5481 | G 1826 | D 4 | EPS 0.010 | L -435.104 | R 1181.000 | Avg L -0.087 | Avg R 0.730
U 5481 | F 5481 | G 1827 | D 4 | EPS 0.010 | L -434.893 | R 1182.000 | Avg L -0.087 | Avg R 0.730
U 5482 | F 5482 | G 1827 | D 4 | EPS 0.010 | L -434.893 | R 1182.000 | Avg L -0.087 | Avg R 0.730
U 5483 | F 5483 | G 1827 | D 4 | EPS 0.010 | L -434.893 | R 1182.000 | Avg L -0.087 | Avg R 0.730
U 5484 | F 5484 | G 1827 | D 4 | EPS 0.010 | L -434.893 | R 1182.000 | Avg L -0.087 | Avg R 0.730
U 5484 | F 5484 | G 1828 | D 4 | EPS 0.010 | L -435.670 | R 1182.000 | Avg L -0.097 | Avg R 0.720
U 5485 | F 5485 | G 1828 | D 4 | EPS 0.010 | L -435.670 | R 1182.000 | Avg L -0.097 | Avg R 0.720
U 5486 | F 5486 | G 1828 | D 4 | EPS 0.010 | L -435.670 | R 1182.000 | Avg L -0.097 | Avg R 0.720
U 5487 | F 5487 | G 1828 | D 4 | EPS 0.010 | L -435.670 | R 1182.000 | Avg L -0.097 | Avg R 0.720
U 5487 | F 5487 | G 1829 | D 4 | EPS 0.010 | L -435.460 | R 1183.000 | Avg L -0.097 | Avg R 0.720
U 5488 | F 5488 | G 1829 | D 4 | EPS 0.010 | L -435.460 | R 1183.000 | Avg L -0.097 | Avg R 0.720
U 5489 | F 5489 | G 1829 | D 4 | EPS 0.010 | L -435.460 | R 1183.000 | Avg L -0.097 | Avg R 0.720
U 5490 | F 5490 | G 1829 | D 4 | EPS 0.010 | L -435.460 | R 1183.000 | Avg L -0.097 | Avg R 0.720
U 5490 | F 5490 | G 1830 | D 4 | EPS 0.010 | L -436.235 | R 1183.000 | Avg L -0.106 | Avg R 0.710
U 5491 | F 5491 | G 1830 | D 4 | EPS 0.010 | L -436.235 | R 1183.000 | Avg L -0.106 | Avg R 0.710
U 5492 | F 5492 | G 1830 | D 4 | EPS 0.010 | L -436.235 | R 1183.000 | Avg L -0.106 | Avg R 0.710
U 5493 | F 5493 | G 1830 | D 4 | EPS 0.010 | L -436.235 | R 1183.000 | Avg L -0.106 | Avg R 0.710
U 5493 | F 5493 | G 1831 | D 4 | EPS 0.010 | L -437.010 | R 1183.000 | Avg L -0.116 | Avg R 0.700
U 5494 | F 5494 | G 1831 | D 4 | EPS 0.010 | L -437.010 | R 1183.000 | Avg L -0.116 | Avg R 0.700
U 5495 | F 5495 | G 1831 | D 4 | EPS 0.010 | L -437.010 | R 1183.000 | Avg L -0.116 | Avg R 0.700
U 5496 | F 5496 | G 1831 | D 4 | EPS 0.010 | L -437.010 | R 1183.000 | Avg L -0.116 | Avg R 0.700
U 5496 | F 5496 | G 1832 | D 4 | EPS 0.010 | L -436.797 | R 1184.000 | Avg L -0.115 | Avg R 0.700
U 5497 | F 5497 | G 1832 | D 4 | EPS 0.010 | L -436.797 | R 1184.000 | Avg L -0.115 | Avg R 0.700
U 5498 | F 5498 | G 1832 | D 4 | EPS 0.010 | L -436.797 | R 1184.000 | Avg L -0.115 | Avg R 0.700
U 5499 | F 5499 | G 1832 | D 4 | EPS 0.010 | L -436.797 | R 1184.000 | Avg L -0.115 | Avg R 0.700
U 5499 | F 5499 | G 1833 | D 4 | EPS 0.010 | L -436.583 | R 1185.000 | Avg L -0.115 | Avg R 0.700
U 5500 | F 5500 | G 1833 | D 4 | EPS 0.010 | L -436.583 | R 1185.000 | Avg L -0.115 | Avg R 0.700
U 5501 | F 5501 | G 1833 | D 4 | EPS 0.010 | L -436.583 | R 1185.000 | Avg L -0.115 | Avg R 0.700
U 5502 | F 5502 | G 1833 | D 4 | EPS 0.010 | L -436.583 | R 1185.000 | Avg L -0.115 | Avg R 0.700
U 5502 | F 5502 | G 1834 | D 4 | EPS 0.010 | L -436.369 | R 1186.000 | Avg L -0.115 | Avg R 0.700
U 5503 | F 5503 | G 1834 | D 4 | EPS 0.010 | L -436.369 | R 1186.000 | Avg L -0.115 | Avg R 0.700
U 5504 | F 5504 | G 1834 | D 4 | EPS 0.010 | L -436.369 | R 1186.000 | Avg L -0.115 | Avg R 0.700
U 5505 | F 5505 | G 1834 | D 4 | EPS 0.010 | L -436.369 | R 1186.000 | Avg L -0.115 | Avg R 0.700
U 5505 | F 5505 | G 1835 | D 4 | EPS 0.010 | L -436.156 | R 1187.000 | Avg L -0.114 | Avg R 0.700
U 5506 | F 5506 | G 1835 | D 4 | EPS 0.010 | L -436.156 | R 1187.000 | Avg L -0.114 | Avg R 0.700
U 5507 | F 5507 | G 1835 | D 4 | EPS 0.010 | L -436.156 | R 1187.000 | Avg L -0.114 | Avg R 0.700
U 5508 | F 5508 | G 1835 | D 4 | EPS 0.010 | L -436.156 | R 1187.000 | Avg L -0.114 | Avg R 0.700
U 5508 | F 5508 | G 1836 | D 4 | EPS 0.010 | L -435.944 | R 1188.000 | Avg L -0.114 | Avg R 0.700
U 5509 | F 5509 | G 1836 | D 4 | EPS 0.010 | L -435.944 | R 1188.000 | Avg L -0.114 | Avg R 0.700
U 5510 | F 5510 | G 1836 | D 4 | EPS 0.010 | L -435.944 | R 1188.000 | Avg L -0.114 | Avg R 0.700
U 5511 | F 5511 | G 1836 | D 4 | EPS 0.010 | L -435.944 | R 1188.000 | Avg L -0.114 | Avg R 0.700
U 5511 | F 5511 | G 1837 | D 4 | EPS 0.010 | L -435.731 | R 1189.000 | Avg L -0.113 | Avg R 0.700
U 5512 | F 5512 | G 1837 | D 4 | EPS 0.010 | L -435.731 | R 1189.000 | Avg L -0.113 | Avg R 0.700
U 5513 | F 5513 | G 1837 | D 4 | EPS 0.010 | L -435.731 | R 1189.000 | Avg L -0.113 | Avg R 0.700
U 5514 | F 5514 | G 1837 | D 4 | EPS 0.010 | L -435.731 | R 1189.000 | Avg L -0.113 | Avg R 0.700
U 5514 | F 5514 | G 1838 | D 4 | EPS 0.010 | L -435.519 | R 1190.000 | Avg L -0.113 | Avg R 0.700
U 5515 | F 5515 | G 1838 | D 4 | EPS 0.010 | L -435.519 | R 1190.000 | Avg L -0.113 | Avg R 0.700
U 5516 | F 5516 | G 1838 | D 4 | EPS 0.010 | L -435.519 | R 1190.000 | Avg L -0.113 | Avg R 0.700
U 5517 | F 5517 | G 1838 | D 4 | EPS 0.010 | L -435.519 | R 1190.000 | Avg L -0.113 | Avg R 0.700
U 5517 | F 5517 | G 1839 | D 4 | EPS 0.010 | L -435.307 | R 1191.000 | Avg L -0.113 | Avg R 0.700
U 5518 | F 5518 | G 1839 | D 4 | EPS 0.010 | L -435.307 | R 1191.000 | Avg L -0.113 | Avg R 0.700
U 5519 | F 5519 | G 1839 | D 4 | EPS 0.010 | L -435.307 | R 1191.000 | Avg L -0.113 | Avg R 0.700
U 5520 | F 5520 | G 1839 | D 4 | EPS 0.010 | L -435.307 | R 1191.000 | Avg L -0.113 | Avg R 0.700
U 5520 | F 5520 | G 1840 | D 4 | EPS 0.010 | L -435.091 | R 1192.000 | Avg L -0.112 | Avg R 0.700
U 5521 | F 5521 | G 1840 | D 4 | EPS 0.010 | L -435.091 | R 1192.000 | Avg L -0.112 | Avg R 0.700
U 5522 | F 5522 | G 1840 | D 4 | EPS 0.010 | L -435.091 | R 1192.000 | Avg L -0.112 | Avg R 0.700
U 5523 | F 5523 | G 1840 | D 4 | EPS 0.010 | L -435.091 | R 1192.000 | Avg L -0.112 | Avg R 0.700
U 5523 | F 5523 | G 1841 | D 4 | EPS 0.010 | L -434.880 | R 1193.000 | Avg L -0.112 | Avg R 0.700
U 5524 | F 5524 | G 1841 | D 4 | EPS 0.010 | L -434.880 | R 1193.000 | Avg L -0.112 | Avg R 0.700
U 5525 | F 5525 | G 1841 | D 4 | EPS 0.010 | L -434.880 | R 1193.000 | Avg L -0.112 | Avg R 0.700
U 5526 | F 5526 | G 1841 | D 4 | EPS 0.010 | L -434.880 | R 1193.000 | Avg L -0.112 | Avg R 0.700
U 5526 | F 5526 | G 1842 | D 4 | EPS 0.010 | L -434.668 | R 1194.000 | Avg L -0.112 | Avg R 0.700
U 5527 | F 5527 | G 1842 | D 4 | EPS 0.010 | L -434.668 | R 1194.000 | Avg L -0.112 | Avg R 0.700
U 5528 | F 5528 | G 1842 | D 4 | EPS 0.010 | L -434.668 | R 1194.000 | Avg L -0.112 | Avg R 0.700
U 5529 | F 5529 | G 1842 | D 4 | EPS 0.010 | L -434.668 | R 1194.000 | Avg L -0.112 | Avg R 0.700
U 5529 | F 5529 | G 1843 | D 4 | EPS 0.010 | L -434.456 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5530 | F 5530 | G 1843 | D 4 | EPS 0.010 | L -434.456 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5531 | F 5531 | G 1843 | D 4 | EPS 0.010 | L -434.456 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5532 | F 5532 | G 1843 | D 4 | EPS 0.010 | L -434.456 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5532 | F 5532 | G 1844 | D 4 | EPS 0.010 | L -435.230 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5533 | F 5533 | G 1844 | D 4 | EPS 0.010 | L -435.230 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5534 | F 5534 | G 1844 | D 4 | EPS 0.010 | L -435.230 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5535 | F 5535 | G 1844 | D 4 | EPS 0.010 | L -435.230 | R 1195.000 | Avg L -0.111 | Avg R 0.700
U 5535 | F 5535 | G 1845 | D 4 | EPS 0.010 | L -436.007 | R 1195.000 | Avg L -0.120 | Avg R 0.690
U 5536 | F 5536 | G 1845 | D 4 | EPS 0.010 | L -436.007 | R 1195.000 | Avg L -0.120 | Avg R 0.690
U 5537 | F 5537 | G 1845 | D 4 | EPS 0.010 | L -436.007 | R 1195.000 | Avg L -0.120 | Avg R 0.690
U 5538 | F 5538 | G 1845 | D 4 | EPS 0.010 | L -436.007 | R 1195.000 | Avg L -0.120 | Avg R 0.690
U 5538 | F 5538 | G 1846 | D 4 | EPS 0.010 | L -435.794 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5539 | F 5539 | G 1846 | D 4 | EPS 0.010 | L -435.794 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5540 | F 5540 | G 1846 | D 4 | EPS 0.010 | L -435.794 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5541 | F 5541 | G 1846 | D 4 | EPS 0.010 | L -435.794 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5541 | F 5541 | G 1847 | D 4 | EPS 0.010 | L -436.572 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5542 | F 5542 | G 1847 | D 4 | EPS 0.010 | L -436.572 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5543 | F 5543 | G 1847 | D 4 | EPS 0.010 | L -436.572 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5544 | F 5544 | G 1847 | D 4 | EPS 0.010 | L -436.572 | R 1196.000 | Avg L -0.120 | Avg R 0.690
U 5544 | F 5544 | G 1848 | D 4 | EPS 0.010 | L -436.361 | R 1197.000 | Avg L -0.119 | Avg R 0.690
U 5545 | F 5545 | G 1848 | D 4 | EPS 0.010 | L -436.361 | R 1197.000 | Avg L -0.119 | Avg R 0.690
U 5546 | F 5546 | G 1848 | D 4 | EPS 0.010 | L -436.361 | R 1197.000 | Avg L -0.119 | Avg R 0.690
U 5547 | F 5547 | G 1848 | D 4 | EPS 0.010 | L -436.361 | R 1197.000 | Avg L -0.119 | Avg R 0.690
U 5547 | F 5547 | G 1849 | D 4 | EPS 0.010 | L -436.154 | R 1198.000 | Avg L -0.119 | Avg R 0.690
U 5548 | F 5548 | G 1849 | D 4 | EPS 0.010 | L -436.154 | R 1198.000 | Avg L -0.119 | Avg R 0.690
U 5549 | F 5549 | G 1849 | D 4 | EPS 0.010 | L -436.154 | R 1198.000 | Avg L -0.119 | Avg R 0.690
U 5550 | F 5550 | G 1849 | D 4 | EPS 0.010 | L -436.154 | R 1198.000 | Avg L -0.119 | Avg R 0.690
U 5550 | F 5550 | G 1850 | D 4 | EPS 0.010 | L -435.947 | R 1199.000 | Avg L -0.108 | Avg R 0.700
U 5551 | F 5551 | G 1850 | D 4 | EPS 0.010 | L -435.947 | R 1199.000 | Avg L -0.108 | Avg R 0.700
U 5552 | F 5552 | G 1850 | D 4 | EPS 0.010 | L -435.947 | R 1199.000 | Avg L -0.108 | Avg R 0.700
U 5553 | F 5553 | G 1850 | D 4 | EPS 0.010 | L -435.947 | R 1199.000 | Avg L -0.108 | Avg R 0.700
U 5553 | F 5553 | G 1851 | D 4 | EPS 0.010 | L -436.725 | R 1199.000 | Avg L -0.118 | Avg R 0.690
U 5554 | F 5554 | G 1851 | D 4 | EPS 0.010 | L -436.725 | R 1199.000 | Avg L -0.118 | Avg R 0.690
U 5555 | F 5555 | G 1851 | D 4 | EPS 0.010 | L -436.725 | R 1199.000 | Avg L -0.118 | Avg R 0.690
U 5556 | F 5556 | G 1851 | D 4 | EPS 0.010 | L -436.725 | R 1199.000 | Avg L -0.118 | Avg R 0.690
U 5556 | F 5556 | G 1852 | D 4 | EPS 0.010 | L -436.518 | R 1200.000 | Avg L -0.117 | Avg R 0.690
U 5557 | F 5557 | G 1852 | D 4 | EPS 0.010 | L -436.518 | R 1200.000 | Avg L -0.117 | Avg R 0.690
U 5558 | F 5558 | G 1852 | D 4 | EPS 0.010 | L -436.518 | R 1200.000 | Avg L -0.117 | Avg R 0.690
U 5559 | F 5559 | G 1852 | D 4 | EPS 0.010 | L -436.518 | R 1200.000 | Avg L -0.117 | Avg R 0.690
U 5559 | F 5559 | G 1853 | D 4 | EPS 0.010 | L -436.310 | R 1201.000 | Avg L -0.117 | Avg R 0.690
U 5560 | F 5560 | G 1853 | D 4 | EPS 0.010 | L -436.310 | R 1201.000 | Avg L -0.117 | Avg R 0.690
U 5561 | F 5561 | G 1853 | D 4 | EPS 0.010 | L -436.310 | R 1201.000 | Avg L -0.117 | Avg R 0.690
U 5562 | F 5562 | G 1853 | D 4 | EPS 0.010 | L -436.310 | R 1201.000 | Avg L -0.117 | Avg R 0.690
U 5562 | F 5562 | G 1854 | D 4 | EPS 0.010 | L -437.089 | R 1201.000 | Avg L -0.126 | Avg R 0.680
U 5563 | F 5563 | G 1854 | D 4 | EPS 0.010 | L -437.089 | R 1201.000 | Avg L -0.126 | Avg R 0.680
U 5564 | F 5564 | G 1854 | D 4 | EPS 0.010 | L -437.089 | R 1201.000 | Avg L -0.126 | Avg R 0.680
U 5565 | F 5565 | G 1854 | D 4 | EPS 0.010 | L -437.089 | R 1201.000 | Avg L -0.126 | Avg R 0.680
U 5565 | F 5565 | G 1855 | D 4 | EPS 0.010 | L -437.867 | R 1201.000 | Avg L -0.136 | Avg R 0.670
U 5566 | F 5566 | G 1855 | D 4 | EPS 0.010 | L -437.867 | R 1201.000 | Avg L -0.136 | Avg R 0.670
U 5567 | F 5567 | G 1855 | D 4 | EPS 0.010 | L -437.867 | R 1201.000 | Avg L -0.136 | Avg R 0.670
U 5568 | F 5568 | G 1855 | D 4 | EPS 0.010 | L -437.867 | R 1201.000 | Avg L -0.136 | Avg R 0.670
U 5568 | F 5568 | G 1856 | D 4 | EPS 0.010 | L -437.659 | R 1202.000 | Avg L -0.136 | Avg R 0.670
U 5569 | F 5569 | G 1856 | D 4 | EPS 0.010 | L -437.659 | R 1202.000 | Avg L -0.136 | Avg R 0.670
U 5570 | F 5570 | G 1856 | D 4 | EPS 0.010 | L -437.659 | R 1202.000 | Avg L -0.136 | Avg R 0.670
U 5571 | F 5571 | G 1856 | D 4 | EPS 0.010 | L -437.659 | R 1202.000 | Avg L -0.136 | Avg R 0.670
U 5571 | F 5571 | G 1857 | D 4 | EPS 0.010 | L -437.452 | R 1203.000 | Avg L -0.135 | Avg R 0.670
U 5572 | F 5572 | G 1857 | D 4 | EPS 0.010 | L -437.452 | R 1203.000 | Avg L -0.135 | Avg R 0.670
U 5573 | F 5573 | G 1857 | D 4 | EPS 0.010 | L -437.452 | R 1203.000 | Avg L -0.135 | Avg R 0.670
U 5574 | F 5574 | G 1857 | D 4 | EPS 0.010 | L -437.452 | R 1203.000 | Avg L -0.135 | Avg R 0.670
U 5574 | F 5574 | G 1858 | D 4 | EPS 0.010 | L -438.229 | R 1203.000 | Avg L -0.145 | Avg R 0.660
U 5575 | F 5575 | G 1858 | D 4 | EPS 0.010 | L -438.229 | R 1203.000 | Avg L -0.145 | Avg R 0.660
U 5576 | F 5576 | G 1858 | D 4 | EPS 0.010 | L -438.229 | R 1203.000 | Avg L -0.145 | Avg R 0.660
U 5577 | F 5577 | G 1858 | D 4 | EPS 0.010 | L -438.229 | R 1203.000 | Avg L -0.145 | Avg R 0.660
U 5577 | F 5577 | G 1859 | D 4 | EPS 0.010 | L -438.016 | R 1204.000 | Avg L -0.144 | Avg R 0.660
U 5578 | F 5578 | G 1859 | D 4 | EPS 0.010 | L -438.016 | R 1204.000 | Avg L -0.144 | Avg R 0.660
U 5579 | F 5579 | G 1859 | D 4 | EPS 0.010 | L -438.016 | R 1204.000 | Avg L -0.144 | Avg R 0.660
U 5580 | F 5580 | G 1859 | D 4 | EPS 0.010 | L -438.016 | R 1204.000 | Avg L -0.144 | Avg R 0.660
U 5580 | F 5580 | G 1860 | D 4 | EPS 0.010 | L -437.803 | R 1205.000 | Avg L -0.134 | Avg R 0.670
